condition,axis,count,mean,std,min,max
Neutral,libertarian,628,-2.985394115280953,0.5659621716846033,-4.097469329833984,-1.8997540473937988
Neutral,literal,628,-1.2633496286572925,0.32436507036296724,-2.1343493461608887,-0.23318663239479065
Neutral,manic,628,-2.88258140481961,0.46086465510487995,-4.194981575012207,-2.0255539417266846
Neutral,materialist,628,-1.6403953231823671,0.7720645948530495,-3.2153358459472656,-0.3240606188774109
Neutral,meditative,628,0.7976750253824292,0.3845087439541488,-0.11011862754821777,1.6054860353469849
Neutral,melancholic,628,-0.9625889824074545,0.469930641239328,-2.133943557739258,-0.18273404240608215
Neutral,melodramatic,628,-1.25400633910659,0.5128482512171636,-2.5570099353790283,-0.596946120262146
Neutral,mercurial,628,-2.688120682907712,0.522873062621262,-3.9785709381103516,-1.6960546970367432
Neutral,metaphorical,628,0.15941547241750037,0.4302378007735266,-0.7161931991577148,1.2472572326660156
Neutral,militant,628,-1.9796465377139438,0.484810578151275,-3.2687747478485107,-1.142240285873413
Neutral,misanthropic,628,-1.8205246298935762,0.49020252090168304,-3.0438408851623535,-0.7464766502380371
Neutral,mischievous,628,-2.2776856475574956,0.5560431994511947,-3.6666903495788574,-1.399388313293457
Neutral,moderate,628,3.0296016661984146,0.5608929899881723,1.6754482984542847,4.523774147033691
Neutral,mystical,628,0.33942571096122265,0.3449479803175167,-0.13611692190170288,1.1248661279678345
Neutral,naive,628,-1.7505774546390886,0.3864700460228672,-2.4912612438201904,-0.17195093631744385
Neutral,narrative,628,-0.4189338402668382,0.5244749652166772,-1.555535078048706,0.6529217958450317
Neutral,neurotic,628,-2.3830651724414462,0.3639411746599643,-3.495549201965332,-1.5458656549453735
Neutral,nihilistic,628,-0.9565755541727041,0.4959273954929967,-2.2034826278686523,-0.23781776428222656
Neutral,nonchalant,628,-2.9135582014253942,0.28731275838729364,-3.791465997695923,-2.0476889610290527
Neutral,nostalgic,628,-0.7957065911477159,0.6247643354468316,-2.239825487136841,0.02123940736055374
Neutral,nurturing,628,1.7922003827277262,0.27670430796520107,0.9401795864105225,2.657663345336914
Neutral,optimistic,628,0.7745721253809655,0.6215099774138648,-0.4491850435733795,1.7851054668426514
Neutral,pacifist,628,-1.1026291827297514,0.3201973390382461,-1.6431469917297363,-0.4629429280757904
Neutral,paranoid,628,-1.8517806436985162,0.5410419822491107,-2.991865634918213,-0.6810665130615234
Neutral,passionate,628,-1.3884662775097378,0.3758134992217044,-2.215963840484619,-0.9249737858772278
Neutral,passive_aggressive,628,-2.684571824256022,0.2474711112710662,-3.4884033203125,-2.049093246459961
Neutral,patient,628,0.5636374605404344,0.2166691514322448,0.20532670617103577,1.3224554061889648
Neutral,pedantic,628,-0.2585688362514992,0.6780019771283591,-3.2957005500793457,0.3312743604183197
Neutral,pessimistic,628,-0.5894570951676292,0.6449953182258855,-1.5647335052490234,0.7214909791946411
Neutral,petty,628,-0.9224294718283756,0.3828767108946026,-1.8671352863311768,-0.28853166103363037
Neutral,philosophical,628,0.6680729976695055,0.9177448614533584,-1.5662301778793335,1.8243250846862793
Neutral,playful,628,-0.8495341129363723,0.3823786797684939,-1.7468385696411133,-0.1294175535440445
Neutral,pluralist,628,0.5283117378308515,0.295306554860499,-0.10850337892770767,1.1940429210662842
Neutral,poetic,628,-1.2438341458891606,0.30091430084251136,-1.9417701959609985,-0.7019227743148804
Neutral,problem_solving,628,0.02952462764587372,0.5236313410913277,-1.02713942527771,0.8452736139297485
Neutral,progressive,628,-0.5322078400451666,0.2708167844130988,-1.108814001083374,-0.13693201541900635
Neutral,provocative,628,0.29015681992290887,0.6177074993398662,-1.0748671293258667,1.324305534362793
Neutral,qualitative,628,1.8870810892931216,0.36707346969035143,1.1223723888397217,2.542921543121338
Neutral,quantitative,628,-1.802179022579436,0.36301871090170174,-2.78337025642395,-0.9789053201675415
Neutral,radical,628,-0.03233003606841822,0.4091053463326228,-0.8991910815238953,0.8659501075744629
Neutral,reactive,628,-3.919233586378158,0.36892419095173923,-5.099982738494873,-2.754509449005127
Neutral,rebellious,628,-0.15161620135045356,0.5181855522782199,-1.330087423324585,0.6528427600860596
Neutral,relativist,628,0.4501585555470483,0.5025270129529253,-0.47229480743408203,1.457924485206604
Neutral,reserved,628,-1.2761591040784386,0.23981621236699374,-1.747727632522583,-0.79714035987854
Neutral,resilient,628,2.1614535223146913,0.3303396239851942,1.3604466915130615,3.2204067707061768
Neutral,reverent,628,2.6436893397076116,0.33463443247606994,1.501442313194275,3.373929977416992
Neutral,rhetorical,628,-0.9453710296731086,0.4917529086485235,-2.0605478286743164,-0.30262744426727295
Neutral,risk_taking,628,0.04577915306992022,0.5067264678261447,-1.1187636852264404,0.6576521396636963
Neutral,ritualistic,628,1.4330056959846218,0.3565296004342962,-0.5511515140533447,1.9113186597824097
Neutral,romantic,628,-0.7756716878076267,0.4935185286819941,-1.9907662868499756,-0.03713911771774292
Neutral,sarcastic,628,-3.2596484658065115,0.4298494584856677,-4.525168418884277,-2.3502111434936523
Neutral,sardonic,628,-3.7221906283858477,0.47078892809447065,-4.974513053894043,-2.6108713150024414
Neutral,sassy,628,-2.9196134775307527,0.3903615074492571,-3.8076324462890625,-2.2830986976623535
Neutral,savage,628,-1.948140268872498,0.3142194906421136,-2.8941826820373535,-1.2806525230407715
Neutral,secular,628,-0.22116470862488458,0.7875923215079556,-1.6087212562561035,0.6640749573707581
Neutral,serene,628,2.780458912727939,0.3566011225788823,1.9744446277618408,3.6678240299224854
Neutral,serious,628,2.3667225630799678,0.46411532087305235,0.43107861280441284,3.2391903400421143
Neutral,skeptical,628,0.3149988984890804,0.3649529985802929,-0.4854523241519928,1.0133962631225586
Neutral,socratic,628,-2.006516224639431,0.30993312848588467,-2.8925440311431885,-1.266940712928772
Neutral,solemn,628,2.7573902109625994,0.4961772769569626,0.7214528322219849,3.6856346130371094
Neutral,spiritual,628,0.5368725570974646,0.48526180260556057,-0.21853384375572205,1.475639820098877
Neutral,spontaneous,628,-1.7758344476390038,0.5498679387397267,-3.1001737117767334,-0.9740546941757202
